# {"t_start": 1554709372.327473, "env_id": "HalfCheetah-v2"} 
r,l,t
921.836576,1000,682.491779
1004.807211,1000,683.53932
904.147419,1000,684.667511
922.003611,1000,685.745984
963.397982,1000,686.834465
962.785537,1000,687.903328
954.5534,1000,688.944715
942.351744,1000,689.862015
879.303819,1000,690.947122
901.532837,1000,692.05048
919.186023,1000,693.152723
964.820344,1000,694.265607
985.385868,1000,695.371208
974.090355,1000,696.480759
875.988503,1000,697.580858
935.751625,1000,698.617196
943.647676,1000,699.675989
981.551703,1000,700.769732
964.702534,1000,701.828717
813.203782,1000,702.896893
983.285449,1000,703.970533
927.190989,1000,705.01174
1002.00096,1000,706.066124
985.566305,1000,707.134784
1006.049454,1000,708.178957
1047.531632,1000,709.234232
948.193749,1000,710.285655
891.615991,1000,711.358937
1003.106676,1000,712.353392
989.909455,1000,713.366415
930.280668,1000,714.460702
978.496383,1000,715.551805
910.50471,1000,716.609396
1032.758628,1000,717.645337
974.014403,1000,718.676125
987.738538,1000,719.704983
1023.806085,1000,720.76469
1027.162857,1000,721.865892
1024.477313,1000,722.914661
1006.192303,1000,723.965227
977.272509,1000,725.051064
970.725487,1000,726.095371
981.473041,1000,727.170497
988.816128,1000,728.256478
956.708301,1000,729.363333
1011.725694,1000,730.491859
1016.674685,1000,731.620831
1030.621708,1000,732.734843
942.003316,1000,733.831996
956.769125,1000,734.93485
1021.829377,1000,735.904807
960.498715,1000,737.017238
1049.965385,1000,738.106299
1024.666162,1000,739.182122
1017.061466,1000,740.240542
1077.375312,1000,741.343939
983.396018,1000,742.45301
974.297979,1000,743.590194
983.268849,1000,744.691105
943.099752,1000,745.778936
1040.933704,1000,746.812427
978.024823,1000,747.867636
1046.757721,1000,748.979184
1034.939293,1000,750.027475
982.066364,1000,751.105948
896.428316,1000,752.229692
975.863099,1000,753.316437
1028.338485,1000,754.459373
992.136039,1000,755.59337
1061.79492,1000,756.704845
963.840757,1000,757.803788
965.031161,1000,758.854914
1039.645397,1000,759.896914
1010.051767,1000,760.905622
976.783993,1000,761.926916
1052.365864,1000,762.935532
957.604539,1000,764.036011
938.09134,1000,765.091557
993.970167,1000,766.167347
943.971822,1000,767.247428
1036.208274,1000,768.527625
966.573259,1000,769.59241
983.075709,1000,770.680248
1011.214755,1000,771.765225
922.701851,1000,772.864455
985.043949,1000,774.007775
926.908027,1000,775.135016
984.00742,1000,776.25323
1016.726064,1000,777.379388
967.893403,1000,778.460138
940.297802,1000,779.570897
878.407951,1000,780.681986
973.577849,1000,781.799551
973.703014,1000,782.757869
839.26457,1000,783.873305
1089.591783,1000,785.004112
995.026017,1000,786.131019
952.809423,1000,787.247489
1026.633419,1000,788.350207
1049.002546,1000,789.428488
984.149705,1000,790.531047
1092.5235,1000,791.602029
1015.046645,1000,792.654068
1025.926404,1000,793.730138
975.791443,1000,794.808477
1017.46693,1000,795.918938
1058.687221,1000,797.004206
1030.49435,1000,798.083763
1085.658088,1000,799.152778
1038.064209,1000,800.270612
908.911838,1000,801.321161
1086.296622,1000,802.365989
1013.053646,1000,803.440805
1101.422773,1000,804.493507
912.681073,1000,805.566512
649.212941,1000,806.650612
1065.354311,1000,807.733544
1060.212855,1000,808.841909
913.730661,1000,809.955334
1025.676457,1000,811.015241
947.665196,1000,812.09189
1066.412743,1000,813.173749
1024.546767,1000,814.27814
1059.013999,1000,815.405329
1042.09764,1000,816.523925
975.562133,1000,817.646879
1038.737343,1000,818.771266
1077.62373,1000,819.892365
981.880482,1000,820.967582
1055.633859,1000,822.099046
1050.229663,1000,823.154577
983.109649,1000,824.241427
1024.401792,1000,825.333157
979.092487,1000,826.40385
959.123475,1000,827.450335
1047.478689,1000,828.391117
948.959339,1000,829.468548
1013.044691,1000,830.538747
1047.3776,1000,831.610873
1083.830429,1000,832.669382
995.056751,1000,833.752374
990.728297,1000,834.822122
1034.040979,1000,835.878083
989.31321,1000,836.963787
1029.331372,1000,838.08016
983.794689,1000,839.194747
938.932284,1000,840.317181
906.79958,1000,841.444971
951.299863,1000,842.59033
1005.960216,1000,843.701145
1029.043317,1000,844.778244
1026.504944,1000,845.907534
1015.849506,1000,847.001474
958.079683,1000,848.101974
986.866352,1000,849.169358
991.516552,1000,850.206501
1011.900083,1000,851.27989
973.697563,1000,852.404824
1067.009233,1000,853.446605
889.999006,1000,854.51906
1042.959005,1000,855.631069
997.101043,1000,856.720206
1066.899357,1000,857.810557
1052.326874,1000,858.883172
1020.141729,1000,859.976664
1060.547576,1000,861.106308
1024.512987,1000,862.249908
925.722471,1000,863.363226
