EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
20.375,1.6735556,52,52,1.440338134765625,996,0.0,4.2598953,0.046382784843444824,0.008088542,0.04278742,0.04278742
21.425,1.5350571,47,99,2.588047504425049,2042,0.0,4.2288365,0.4016208052635193,0.008260245,0.051842205,0.051842205
30.2,2.235119,32,131,3.790419816970825,3063,0.0,4.1979313,0.33875685930252075,0.008077065,0.04386041,0.04386041
26.85,1.5971053,36,167,4.96207857131958,4071,0.0,4.227209,0.3475716710090637,0.008361016,0.043463305,0.043463305
40.625,2.8251882,22,189,6.134034633636475,5095,0.0,4.189878,0.2503366470336914,0.008307443,0.040721416,0.040721416
42.825,2.8094306,24,213,7.310286521911621,6116,0.0,4.1996627,0.21961122751235962,0.008312477,0.04403001,0.04403001
47.425,3.3248963,20,233,8.483734130859375,7158,0.0,4.159918,0.19950497150421143,0.0074281506,0.041964963,0.041964963
54.225,3.7765248,15,248,9.651548147201538,8118,0.0,4.104244,0.34102344512939453,0.0077825086,0.039870873,0.039870873
64.85,4.3702602,14,262,10.779459953308105,9188,0.0,4.1163487,0.3110851049423218,0.00774618,0.049917314,0.049917314
66.9,4.1787605,16,278,11.93998408317566,10202,0.0,4.136675,0.45466500520706177,0.007561815,0.045840055,0.045840055
69.725,4.2008677,13,291,13.116207838058472,11185,0.0,4.068034,0.31501108407974243,0.008718894,0.04863572,0.04863572
75.075,4.391684,11,302,14.27962589263916,12191,0.0,4.0537825,0.6347890794277191,0.007767506,0.042498816,0.042498816
86.325,4.9319015,10,312,15.428664445877075,13279,0.0,4.076464,0.7380496561527252,0.007668673,0.04355887,0.04355887
94.825,5.3413763,10,322,16.57846188545227,14311,0.0,3.9916303,0.6794082224369049,0.0076809973,0.042647995,0.042647995
103.8,5.735488,9,331,17.664687395095825,15337,0.0,4.068269,0.8792499899864197,0.0065830266,0.042125996,0.042125996
109.875,5.8690042,9,340,18.782809734344482,16363,0.0,4.055596,0.8256294280290604,0.007878906,0.058392905,0.058392905
111.9,5.8213434,8,348,19.90845537185669,17355,0.0,4.05134,0.9433659464120865,0.007733223,0.04248938,0.04248938
115.65,5.8947196,9,357,21.052024126052856,18406,0.0,4.025826,0.9137949794530869,0.007351107,0.052061606,0.052061606
117.425,5.893215,9,366,22.21816396713257,19446,0.0,4.055415,0.8426015079021454,0.0074707544,0.051459752,0.051459752
118.275,5.8483915,8,374,23.402016639709473,20460,0.0,4.017697,0.90892443805933,0.007137167,0.048272163,0.048272163
124.2,6.06468,7,381,24.618934631347656,21445,0.0,4.015668,0.928273431956768,0.0074848393,0.048026796,0.048026796
123.7,5.9149103,8,389,25.805788040161133,22405,0.0,4.0137944,0.7765267938375473,0.0068474864,0.054267474,0.054267474
126.4,5.972758,8,397,26.960088968276978,23462,0.0,3.9540544,0.9256536513566971,0.006682196,0.049362224,0.049362224
129.2,6.0564947,8,405,28.16566014289856,24473,0.0,3.9626415,0.8363806903362274,0.007516402,0.043876246,0.043876246
127.425,5.8705,9,414,29.37846565246582,25557,0.0,3.9617167,0.8119111657142639,0.007316182,0.045323256,0.045323256
124.775,5.7078247,8,422,30.572318077087402,26577,0.0,4.012492,0.9158134087920189,0.006457796,0.044803526,0.044803526
129.275,5.869361,7,429,31.74016499519348,27576,0.0,4.0287414,0.8787609115242958,0.0061780666,0.04189261,0.04189261
125.475,5.6199875,9,438,32.95954155921936,28621,0.0,4.0220385,0.8453912138938904,0.007671131,0.05494392,0.05494392
125.85,5.6053762,8,446,34.148743867874146,29634,0.0,4.009534,0.8516092896461487,0.0065203966,0.04649936,0.04649936
128.55,5.7246866,8,454,35.372966051101685,30699,0.0,4.0093985,0.9132557809352875,0.007488821,0.041687835,0.041687835
