# {"t_start": 1554704818.182025, "env_id": "Hopper-v2"} 
r,l,t
321.204188,142,44.342876
324.747878,136,44.624704
329.256372,133,44.758265
315.040179,129,44.887362
326.377378,145,45.032858
302.690498,135,45.167745
321.438727,132,45.299104
309.285734,131,45.430192
274.682394,118,45.547549
321.612558,141,45.828196
293.620573,127,45.95451
320.943376,140,46.095695
329.30567,135,46.232343
328.232776,137,46.367075
340.210815,143,46.509355
340.227533,151,46.661494
317.068826,137,46.939065
305.578858,131,47.067577
314.346761,134,47.200043
313.904209,134,47.33335
353.863822,163,47.497591
304.776598,130,47.628328
322.0012,139,47.767636
282.375753,115,47.885376
297.660917,134,48.167174
156.325773,77,48.244904
220.106421,104,48.348262
325.234441,132,48.479595
303.863982,127,48.608178
303.457323,133,48.740833
362.389021,147,48.887153
328.439307,140,49.029276
347.995922,139,49.311817
307.144533,128,49.438553
299.147068,128,49.56698
301.444273,134,49.701818
327.17676,132,49.833409
341.061925,143,49.977544
334.381952,147,50.124533
281.891854,126,50.250752
317.145877,135,50.534027
308.943065,132,50.669317
294.553945,124,50.796922
337.575912,142,50.944024
321.046348,135,51.083538
319.206806,133,51.220629
320.004685,133,51.35725
212.671395,102,51.462469
317.13002,130,51.733527
333.713266,141,51.874561
338.691894,140,52.016701
330.028875,141,52.161951
321.454755,138,52.302493
307.706563,129,52.428708
318.123202,131,52.562409
312.128486,128,52.849674
303.114692,130,52.982012
317.295704,130,53.115173
345.883146,140,53.259972
322.423319,133,53.396853
306.018061,130,53.530309
315.898389,133,53.666558
329.455839,141,53.811721
300.994344,132,54.089235
324.825217,132,54.223682
312.857385,136,54.363257
303.000931,129,54.492398
330.91691,138,54.630327
358.474896,151,54.785566
356.049156,143,54.931048
322.06923,134,55.228849
346.240705,148,55.374017
332.797884,139,55.513388
316.050013,129,55.640948
292.886244,122,55.76469
323.402847,134,55.89826
350.231601,141,56.037378
291.660089,122,56.159961
303.552971,124,56.432059
315.676787,129,56.560298
310.428597,128,56.687352
74.6431,44,56.733963
298.386626,125,56.866309
332.486892,137,57.00819
300.422766,124,57.137462
316.338684,132,57.273751
299.003325,126,57.402841
312.039302,127,57.695078
334.418649,142,57.838273
312.665619,130,57.967892
293.754353,121,58.089707
336.802191,149,58.236969
310.334448,127,58.354494
298.677543,127,58.475186
363.413534,155,58.753757
335.440455,136,58.885598
333.1198,134,59.018688
338.105618,137,59.156185
312.189939,129,59.283574
337.659572,139,59.419219
333.686857,139,59.548518
302.121947,141,59.679087
340.077079,138,59.940813
340.939819,137,60.070432
308.513445,128,60.196506
302.903271,130,60.318892
333.126649,131,60.444003
277.774069,119,60.55988
326.339111,135,60.690502
309.86478,128,60.814909
309.972553,130,61.072761
364.176433,148,61.22572
316.371983,129,61.358226
326.543047,132,61.494435
292.632742,128,61.625728
318.334004,126,61.75633
350.579316,143,61.901631
302.805021,126,62.145682
330.140031,133,62.27789
313.395267,132,62.400567
326.020106,133,62.530885
315.476241,127,62.656602
332.162806,133,62.779436
340.481936,135,62.903311
334.759506,142,63.036458
331.240833,132,63.302551
353.907765,143,63.434688
350.429994,141,63.570209
320.623309,132,63.694179
312.33511,128,63.818772
321.103948,133,63.940869
326.584473,133,64.070112
324.40335,129,64.188724
327.815976,132,64.455521
348.293589,139,64.594347
360.361618,136,64.728014
344.659807,140,64.871711
340.325643,137,65.011512
273.451719,120,65.134371
342.994178,134,65.267393
345.158743,139,65.541711
354.981042,149,65.698293
322.899764,131,65.836341
367.844231,140,65.976128
358.051919,146,66.129955
327.489098,137,66.271938
333.343606,132,66.404521
344.658113,136,66.547379
345.069961,133,66.844786
318.187938,134,66.977505
323.193891,134,67.111897
337.724456,140,67.244214
334.188157,141,67.37518
332.548557,129,67.500043
375.535479,143,67.637577
327.151805,133,67.896927
342.366616,132,68.021645
339.092963,138,68.150077
305.626213,122,68.266596
324.807406,132,68.390667
335.475067,135,68.526877
306.86455,126,68.64908
363.405799,147,68.794247
322.620611,130,69.081837
336.581311,138,69.214796
357.402889,156,69.364303
351.325644,134,69.503103
324.489971,131,69.641024
322.033962,131,69.773409
304.343393,126,69.905423
336.915499,137,70.209595
367.170062,140,70.353711
246.055493,108,70.464848
345.62539,134,70.604805
264.412444,113,70.717888
215.059054,96,70.81437
308.985377,126,70.945098
352.913122,136,71.089836
298.392656,125,71.222814
355.80597,147,71.533794
325.971514,129,71.667074
343.882462,136,71.808719
333.556561,129,71.946327
353.289273,137,72.092895
106.83377,61,72.158962
326.54494,132,72.298889
139.796388,72,72.376775
359.152429,138,72.664992
357.840395,138,72.803006
349.48897,145,72.94958
303.28223,121,73.072591
336.026772,136,73.213831
318.487104,129,73.343381
330.135285,133,73.476763
321.050329,131,73.607408
350.301294,138,73.888946
325.00624,127,74.016689
313.650332,124,74.141232
304.773065,123,74.262542
314.278391,127,74.383087
346.105182,137,74.52245
337.405052,135,74.661815
331.104874,132,74.798065
365.028343,138,75.083544
358.795102,135,75.222785
262.800226,108,75.334704
348.979442,133,75.471338
330.626523,135,75.611332
335.278702,136,75.752836
331.884637,140,75.896847
356.675021,140,76.177015
334.845102,133,76.311454
349.538473,134,76.448517
336.157624,137,76.586775
357.103865,139,76.729009
283.9379,118,76.850788
361.988969,146,77.000649
339.155465,136,77.140621
327.288222,137,77.430648
333.725266,137,77.572578
342.302227,136,77.714531
305.849802,123,77.840908
318.171477,129,77.977748
333.62588,137,78.118348
359.185504,136,78.255441
296.917383,120,78.370193
307.454173,128,78.622281
344.375362,134,78.755928
306.820508,127,78.884796
327.703606,130,79.018716
287.649465,120,79.13869
353.494479,139,79.281266
371.905737,143,79.426283
339.232397,131,79.560068
346.044387,137,79.836196
339.187331,132,79.965448
339.979057,130,80.083775
357.350085,136,80.210191
328.412183,130,80.341477
338.102766,132,80.469946
340.079855,133,80.592157
340.650426,140,80.85183
346.091212,132,80.985409
360.80701,137,81.117423
340.557164,134,81.242853
348.150465,137,81.368246
360.083103,141,81.511123
366.054357,138,81.647489
339.025995,128,81.7739
358.164196,135,82.043987
382.942781,144,82.192055
359.199316,134,82.331461
358.42131,136,82.470816
354.33419,132,82.607442
375.941028,141,82.754305
309.342121,127,82.885572
341.417149,133,83.164216
337.417254,129,83.294722
318.303126,128,83.424131
326.907992,123,83.548559
361.2769,135,83.680452
342.147117,131,83.810103
338.392231,130,83.937827
377.865818,142,84.07412
319.179408,126,84.34095
363.650583,140,84.479148
365.159048,136,84.612809
359.301579,135,84.750737
359.030934,136,84.886155
362.282287,137,85.020065
332.753994,131,85.14308
348.062514,138,85.277885
346.344049,135,85.556778
367.354219,138,85.69713
342.931566,130,85.823395
309.507228,126,85.952837
335.262364,130,86.082374
337.456575,129,86.205995
329.815029,129,86.32884
322.155394,126,86.450214
363.789835,134,86.715941
294.785251,122,86.836415
351.832935,140,86.9664
366.440582,143,87.108441
330.305585,127,87.232668
382.782313,137,87.359017
342.430519,130,87.486874
310.036659,124,87.732351
385.568606,141,87.86768
373.926852,137,87.999738
260.057569,113,88.11015
320.680593,124,88.230856
355.7815,135,88.359174
363.22991,134,88.487252
350.832236,136,88.623406
345.749371,131,88.890095
370.496483,141,89.036247
345.229231,133,89.177832
371.777987,137,89.320201
353.059141,135,89.461633
377.906782,141,89.608698
376.872793,153,89.770316
347.712479,138,89.919177
352.598373,133,90.217026
371.180417,136,90.357037
338.429969,131,90.493355
350.940678,134,90.628991
316.333746,126,90.755255
339.897986,132,90.892146
371.52505,135,91.035343
337.542272,133,91.336608
396.099851,142,91.480929
329.690875,129,91.61139
360.194589,138,91.751815
324.36519,127,91.887206
348.75744,133,92.028184
350.243109,131,92.165781
351.277486,133,92.304662
370.078933,137,92.599905
359.37121,133,92.735213
341.159129,133,92.877482
347.30247,134,93.012528
358.081022,131,93.144745
370.245911,136,93.285434
367.667947,140,93.428201
376.318719,141,93.564307
372.182513,140,93.835613
384.32387,140,93.977633
366.804043,138,94.116468
324.06258,127,94.23904
373.576091,137,94.366118
379.792682,136,94.493394
399.601269,139,94.624698
397.222332,141,94.899498
338.422584,129,95.032649
404.426632,144,95.175415
366.781595,137,95.309121
402.341408,144,95.452105
378.385509,142,95.594026
380.693878,142,95.73782
371.236379,139,96.002279
381.214802,141,96.136246
403.601605,140,96.277825
353.754781,137,96.411526
379.741365,134,96.546426
317.906166,125,96.670412
405.84747,144,96.812993
365.717007,134,96.947516
407.465126,146,97.226897
376.515785,133,97.354625
393.247878,140,97.494951
386.165093,142,97.637365
403.221617,142,97.777128
359.575351,139,97.920876
396.727187,144,98.072505
366.409835,137,98.366752
395.358858,144,98.51407
405.342986,140,98.654484
384.713287,136,98.795094
364.339101,137,98.936607
395.315557,141,99.077503
387.247019,139,99.222869
390.610438,141,99.508061
402.226989,142,99.651072
404.026248,140,99.794025
374.616402,136,99.92888
390.416489,139,100.06673
385.820617,141,100.206683
396.522019,139,100.343819
401.552886,140,100.480267
377.629239,133,100.760547
410.680452,143,100.908163
381.660455,136,101.044498
118.966372,62,101.107309
370.458617,139,101.253616
397.404228,139,101.401278
389.219559,137,101.544503
408.698246,142,101.687415
416.090934,144,101.968389
360.710653,129,102.08684
378.920153,136,102.22037
407.175876,143,102.351687
402.090139,141,102.490143
414.274265,145,102.631148
415.037423,142,102.770897
408.058392,144,103.046591
396.692545,141,103.175128
389.619644,139,103.307136
407.742056,141,103.438329
390.175158,137,103.571328
408.337788,143,103.703283
393.95521,139,103.820153
405.335952,144,104.102445
399.775089,140,104.249751
399.01533,140,104.389988
384.349659,134,104.520433
366.171609,131,104.637046
395.903892,138,104.768761
391.354553,142,104.903495
380.594577,145,105.04637
401.01289,139,105.305333
376.901743,140,105.440307
402.740956,142,105.577882
380.704938,138,105.709959
398.093299,138,105.848022
403.355158,146,105.994992
404.330579,140,106.138149
393.787634,140,106.411861
379.669076,135,106.551389
397.51901,138,106.696807
388.797966,137,106.842057
376.547761,132,106.98083
399.933575,140,107.124059
393.742835,138,107.26614
398.750523,137,107.56062
397.167108,140,107.702215
380.14999,134,107.839864
378.931604,134,107.979981
380.498964,133,108.115978
376.542742,133,108.254788
386.903146,135,108.398427
394.624557,139,108.541557
352.53727,128,108.82889
385.437884,134,108.964417
400.077328,142,109.108932
344.364181,123,109.236543
379.982608,135,109.378775
382.789581,139,109.520166
391.448139,140,109.659771
371.060812,133,109.801826
368.056359,130,110.069324
393.2585,139,110.208561
378.827923,135,110.345429
391.735909,138,110.487106
392.066118,136,110.630296
342.691874,127,110.763371
361.338397,128,110.898946
362.946959,130,111.199593
388.435934,142,111.34516
401.56506,143,111.487347
395.319369,139,111.623513
395.134639,138,111.762984
385.167215,139,111.901777
378.960283,135,112.033805
390.261034,137,112.172644
388.838207,136,112.439201
407.992118,142,112.577159
398.191139,138,112.712522
397.869888,139,112.855749
403.110793,138,113.001175
408.694134,143,113.153265
402.685532,141,113.303429
396.256909,138,113.603149
394.094821,137,113.74068
416.551003,145,113.893278
397.231677,140,114.042272
393.931535,138,114.183786
367.113788,129,114.31642
382.788489,141,114.46607
379.446894,135,114.611937
395.19504,137,114.90303
415.01404,141,115.045403
389.358255,138,115.185861
396.372109,138,115.330193
398.087331,138,115.473729
370.334618,131,115.61179
385.601265,137,115.756461
401.878216,141,116.063996
398.480181,141,116.212167
413.453952,144,116.357987
410.731875,143,116.501261
405.891637,140,116.643651
414.890449,144,116.789407
413.718111,141,116.933372
398.801875,142,117.213679
410.589181,143,117.358826
396.105397,138,117.496289
393.265938,137,117.635756
381.606011,134,117.770695
402.153318,139,117.912402
408.541353,145,118.060603
418.307362,145,118.350041
405.659892,140,118.487523
392.147026,135,118.630358
408.192902,139,118.776069
416.196686,141,118.918814
391.92216,138,119.060655
420.972972,143,119.210898
412.277505,142,119.354981
421.57224,145,119.648538
406.877279,140,119.78228
427.272801,147,119.931204
418.901851,145,120.079318
390.489028,135,120.218813
393.459747,137,120.35874
417.357056,143,120.509578
425.7049,144,120.821054
405.129021,140,120.966783
395.533048,139,121.109172
402.87745,137,121.249592
414.361919,143,121.389921
412.902516,143,121.532692
416.045434,142,121.676758
400.38936,137,121.949734
409.474802,141,122.088127
407.980164,140,122.224653
390.976459,135,122.35686
411.145511,141,122.494806
416.141611,145,122.642431
389.597893,140,122.783328
411.61918,143,122.930254
359.415142,127,123.189939
420.332441,143,123.328464
396.629449,135,123.455672
406.29507,144,123.590596
427.281989,148,123.730976
412.612775,144,123.874654
394.24379,135,124.009652
422.266941,145,124.286964
413.550766,143,124.42244
403.613581,141,124.562294
429.370687,145,124.715165
416.727534,145,124.872259
403.708504,140,125.053172
412.484571,140,125.23537
407.281367,138,125.574124
404.5617,138,125.718639
433.86609,149,125.873079
399.43403,139,126.020441
424.349108,145,126.169536
426.678637,148,126.3206
422.512011,143,126.462967
421.059913,143,126.751437
408.157824,141,126.892428
425.423013,147,127.039488
409.436584,139,127.176328
432.7842,149,127.325251
404.280594,138,127.465127
402.772564,138,127.602972
423.134676,146,127.877976
425.3261,148,128.022773
429.222897,149,128.165639
419.522109,148,128.302212
432.886287,152,128.442677
425.252292,147,128.588383
417.641356,144,128.732646
415.937415,142,129.016073
432.445754,156,129.170827
424.312267,145,129.318269
410.490022,143,129.459589
397.839183,143,129.597942
421.335688,143,129.747766
438.975886,151,129.903229
421.861995,146,130.191214
416.41814,143,130.336669
424.745896,144,130.48306
422.866938,147,130.628947
407.770288,143,130.778727
411.034765,149,130.928802
419.181664,148,131.081017
415.795993,143,131.377725
409.251388,141,131.522951
426.002559,151,131.680788
427.509695,145,131.835819
436.260776,148,131.988804
417.071072,142,132.136223
424.593921,145,132.291828
425.433973,148,132.608076
430.998107,147,132.758566
420.579488,148,132.910841
418.602259,143,133.060588
427.547705,147,133.214265
433.188596,148,133.370588
386.609151,135,133.509714
428.342368,147,133.661375
426.063056,144,133.96419
421.428428,145,134.116657
424.349811,152,134.273712
414.74958,143,134.410521
416.99645,141,134.550642
413.673876,143,134.695371
426.249146,145,134.839258
436.321515,148,135.126463
425.437642,145,135.272015
421.738121,144,135.414937
424.529755,144,135.558611
417.772421,142,135.704835
429.894265,146,135.856522
436.105282,149,136.012408
431.148828,147,136.319655
427.004153,147,136.462684
439.697884,148,136.609188
412.950481,139,136.743689
416.23727,140,136.886097
434.601967,148,137.037035
423.365127,144,137.186554
424.020587,144,137.47383
432.779208,150,137.627139
419.277549,142,137.770782
422.949706,147,137.918036
409.975759,138,138.052638
429.553148,147,138.194844
430.14185,147,138.341144
426.52533,144,138.6361
430.632712,145,138.787693
441.190307,149,138.938676
423.340546,145,139.085716
435.07784,149,139.239872
432.079982,144,139.389056
427.398248,144,139.537776
428.941379,147,139.845937
428.080973,148,139.993982
437.586876,149,140.143673
432.355537,148,140.292075
422.819939,142,140.435258
437.232022,149,140.584422
438.574202,150,140.731092
422.91698,143,141.034966
419.16305,144,141.183569
422.146413,142,141.331877
433.414204,146,141.483111
431.215681,146,141.634143
434.845388,149,141.784424
425.467204,144,141.929344
421.33788,145,142.242082
431.203252,148,142.395203
411.823031,140,142.540241
430.023588,148,142.696942
424.629596,147,142.853972
421.455397,145,143.006119
415.324543,141,143.146976
420.008316,144,143.430342
431.72893,146,143.573793
427.414748,145,143.719365
414.648883,144,143.864863
427.290057,144,144.014307
428.225343,147,144.161804
412.221825,144,144.301312
435.575119,150,144.599027
426.561941,146,144.737542
427.572238,145,144.876678
420.998305,145,145.01615
435.286682,148,145.157711
423.349954,145,145.29686
443.633146,155,145.446499
443.900967,153,145.748597
430.519939,145,145.890727
427.181125,146,146.047772
424.109824,142,146.199981
422.380423,144,146.34306
435.341521,145,146.486839
429.719745,150,146.640172
419.687196,143,146.936366
440.983854,150,147.091117
