EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
1000.0,-50.23729,1,1,1.387402057647705,1000,0.0,8.509679,-0.3006415367126465,0.009528566,0.057403736,0.057403736
1000.0,-40.06346,1,2,2.504415512084961,2000,0.0,8.49662,-0.12839090824127197,0.009111388,0.060301043,0.060301043
1000.0,-37.73718,1,3,3.6292855739593506,3000,0.0,8.456579,-0.12754011154174805,0.009311788,0.06738142,0.06738142
1000.0,-36.612457,1,4,4.727437257766724,4000,0.0,8.433357,0.15082299709320068,0.009704499,0.07092196,0.07092196
1000.0,-35.69311,1,5,5.776731729507446,5000,0.0,8.441116,-0.32838761806488037,0.008804626,0.06605814,0.06605814
1000.0,-34.465363,1,6,6.881477355957031,6000,0.0,8.383081,-0.8535599708557129,0.0086236205,0.0668774,0.0668774
1000.0,-34.358658,1,7,8.008589267730713,7000,0.0,8.387821,-0.11213648319244385,0.009317341,0.06853154,0.06853154
1000.0,-34.467125,1,8,9.11605954170227,8000,0.0,8.34486,-0.36519932746887207,0.009180592,0.07531606,0.07531606
1000.0,-33.426212,1,9,10.20872449874878,9000,0.0,8.353037,-0.029302358627319336,0.0093587255,0.061594762,0.061594762
1000.0,-33.23956,1,10,11.321340560913086,10000,0.0,8.2555275,-1.0465586185455322,0.009991548,0.07088412,0.07088412
1000.0,-32.07338,1,11,12.455932855606079,11000,0.0,8.309977,0.0055255889892578125,0.008813033,0.06641955,0.06641955
1000.0,-31.73819,1,12,13.577215194702148,12000,0.0,8.281191,-0.03604745864868164,0.010031423,0.066674694,0.066674694
1000.0,-31.240538,1,13,14.610153913497925,13000,0.0,8.222906,-0.2200930118560791,0.009079182,0.07154066,0.07154066
1000.0,-31.189838,1,14,15.702022075653076,14000,0.0,8.251204,0.145094096660614,0.009149903,0.068015456,0.068015456
1000.0,-31.413853,1,15,16.84360098838806,15000,0.0,8.227673,0.08194506168365479,0.009030478,0.07008929,0.07008929
1000.0,-31.29749,1,16,17.93163013458252,16000,0.0,8.239262,0.23980486392974854,0.008994259,0.07814181,0.07814181
1000.0,-31.6347,1,17,18.995877265930176,17000,0.0,8.231481,0.13433730602264404,0.008561352,0.068206176,0.068206176
1000.0,-31.414324,1,18,20.14678168296814,18000,0.0,8.156893,-0.3477797508239746,0.0088204965,0.068487786,0.068487786
1000.0,-31.252274,1,19,21.244949102401733,19000,0.0,8.10902,-0.1692347526550293,0.008663016,0.07572506,0.07572506
1000.0,-31.24856,1,20,22.34245467185974,20000,0.0,8.088935,-0.043608903884887695,0.009103161,0.06905836,0.06905836
1000.0,-31.174734,1,21,23.467511892318726,21000,0.0,8.092432,0.2248626947402954,0.008848402,0.07075183,0.07075183
1000.0,-30.929634,1,22,24.630494832992554,22000,0.0,8.067048,0.26006126403808594,0.00916601,0.07692953,0.07692953
1000.0,-30.901545,1,23,25.766090154647827,23000,0.0,8.093883,-0.15272843837738037,0.008762797,0.06783661,0.06783661
1000.0,-30.959642,1,24,26.885448455810547,24000,0.0,8.050539,-0.11556065082550049,0.009068064,0.08732693,0.08732693
1000.0,-30.960703,1,25,28.036434173583984,25000,0.0,8.057048,-0.003844738006591797,0.009041412,0.07053451,0.07053451
1000.0,-30.877748,1,26,29.193504571914673,26000,0.0,8.094595,0.08826982975006104,0.0081454655,0.0703903,0.0703903
1000.0,-30.750551,1,27,30.333274126052856,27000,0.0,7.991762,-0.05756211280822754,0.009726724,0.08377742,0.08377742
1000.0,-30.604933,1,28,31.4638831615448,28000,0.0,8.068144,0.12426364421844482,0.0089016445,0.07394244,0.07394244
1000.0,-30.592089,1,29,32.54973220825195,29000,0.0,7.8662295,0.31225818395614624,0.0088600265,0.07581238,0.07581238
1000.0,-30.726892,1,30,33.66088318824768,30000,0.0,7.894885,0.2653003931045532,0.008623755,0.07610793,0.07610793
1000.0,-30.683968,1,31,34.77919816970825,31000,0.0,8.0885515,0.11486220359802246,0.009547088,0.0832994,0.0832994
