EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
1000.0,-48.21894,1,1,1.3940021991729736,1000,0.0,8.480566,-0.5163562297821045,0.009545309,0.064412385,0.064412385
1000.0,-32.237736,1,2,2.4278759956359863,2000,0.0,8.478857,0.6506182849407196,0.008983763,0.06939505,0.06939505
1000.0,-29.188475,1,3,3.4950220584869385,3000,0.0,8.482068,0.04441457986831665,0.009078896,0.06899974,0.06899974
1000.0,-29.41856,1,4,4.622670412063599,4000,0.0,8.488708,-0.012018918991088867,0.008722839,0.06721607,0.06721607
1000.0,-29.03951,1,5,5.723745107650757,5000,0.0,8.513497,-0.1398986577987671,0.009482741,0.07993418,0.07993418
1000.0,-29.863884,1,6,6.827763795852661,6000,0.0,8.496132,0.13153451681137085,0.009071071,0.07478575,0.07478575
1000.0,-29.966398,1,7,7.942610025405884,7000,0.0,8.603798,-0.9543122053146362,0.009438944,0.06615653,0.06615653
1000.0,-29.738546,1,8,9.031705617904663,8000,0.0,8.4844,-0.04145097732543945,0.0094767455,0.077572756,0.077572756
1000.0,-28.8141,1,9,10.163844347000122,9000,0.0,8.443209,-0.014786124229431152,0.008846203,0.070867,0.070867
1000.0,-28.779013,1,10,11.262798547744751,10000,0.0,8.351942,-0.02582871913909912,0.008664427,0.06486006,0.06486006
1000.0,-28.313417,1,11,12.33478593826294,11000,0.0,8.336357,-0.3380495309829712,0.009191072,0.073555,0.073555
1000.0,-28.117218,1,12,13.455724954605103,12000,0.0,8.325569,-0.2525402307510376,0.008926199,0.079272866,0.079272866
1000.0,-28.048056,1,13,14.590816974639893,13000,0.0,8.327619,-0.07119214534759521,0.00906682,0.071950234,0.071950234
1000.0,-27.631044,1,14,15.657456398010254,14000,0.0,8.335679,-0.10191869735717773,0.008744028,0.071985364,0.071985364
1000.0,-27.594118,1,15,16.756792306900024,15000,0.0,8.325872,0.019331634044647217,0.008436257,0.06030454,0.06030454
1000.0,-27.622448,1,16,17.868972539901733,16000,0.0,8.244347,-0.4420645236968994,0.008939099,0.06771835,0.06771835
1000.0,-27.262056,1,17,18.95272183418274,17000,0.0,8.24387,0.04306042194366455,0.0084984265,0.06214759,0.06214759
1000.0,-27.097164,1,18,20.021276235580444,18000,0.0,8.173695,-0.14500844478607178,0.009203686,0.07979843,0.07979843
1000.0,-27.115639,1,19,21.1063175201416,19000,0.0,8.2457905,0.10718601942062378,0.009649395,0.16845658,0.16845658
1000.0,-26.851551,1,20,22.220410108566284,20000,0.0,8.213776,0.21624809503555298,0.008645481,0.07237557,0.07237557
1000.0,-26.847729,1,21,23.337233066558838,21000,0.0,8.180302,0.27181345224380493,0.00886994,0.06565942,0.06565942
1000.0,-26.715767,1,22,24.457327365875244,22000,0.0,8.213455,0.32256340980529785,0.008674414,0.07855097,0.07855097
1000.0,-26.556673,1,23,25.523700714111328,23000,0.0,8.233639,-0.07687342166900635,0.009842712,0.07815946,0.07815946
1000.0,-26.94493,1,24,26.61862015724182,24000,0.0,8.192295,0.04289191961288452,0.0090238685,0.07445569,0.07445569
1000.0,-26.926704,1,25,27.69645929336548,25000,0.0,8.174531,0.06728172302246094,0.009115294,0.07498083,0.07498083
1000.0,-26.950697,1,26,28.788406372070312,26000,0.0,8.154303,-0.05090177059173584,0.0092552975,0.08552349,0.08552349
1000.0,-26.822533,1,27,29.867944955825806,27000,0.0,8.144316,-0.022113561630249023,0.009179496,0.07175341,0.07175341
1000.0,-26.84024,1,28,30.934367418289185,28000,0.0,8.122512,0.07133793830871582,0.009182081,0.07799348,0.07799348
1000.0,-26.634567,1,29,32.044189453125,29000,0.0,8.106732,0.027639806270599365,0.0077517973,0.071812585,0.071812585
