EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
16.8,2.8500736,59,59,1.4715452194213867,1010,0.0,4.236058,-0.14843058586120605,0.009134703,0.034990586,0.034990586
22.9,2.9163175,43,102,2.65791654586792,2015,0.0,4.236058,0.4213619828224182,0.00869483,0.047017775,0.047017775
28.525,2.685933,35,137,3.8266537189483643,3049,0.0,4.2142153,0.2543138861656189,0.008716629,0.051125057,0.051125057
32.225,2.8668544,31,168,4.9442458152771,4082,0.0,4.184122,0.3327813148498535,0.008040883,0.04018178,0.04018178
43.15,3.664308,20,188,6.083459138870239,5062,0.0,4.1973987,0.22704589366912842,0.008430054,0.047853034,0.047853034
49.325,3.7749028,21,209,7.288341045379639,6121,0.0,4.125288,0.24543452262878418,0.008490047,0.045777895,0.045777895
52.625,3.8137538,18,227,8.465580701828003,7153,0.0,4.0917697,-0.029438495635986328,0.008511767,0.045130312,0.045130312
61.6,4.259998,13,240,9.62692928314209,8161,0.0,4.070692,0.46973007917404175,0.008001251,0.0415784,0.0415784
67.5,4.509429,15,255,10.778307437896729,9127,0.0,4.0546045,0.3607557415962219,0.008366578,0.04372902,0.04372902
75.075,4.735882,12,267,11.95361614227295,10156,0.0,4.0510654,0.5826410949230194,0.0076113082,0.04882431,0.04882431
79.35,4.775482,12,279,13.128450632095337,11256,0.0,4.0689483,0.5879372656345367,0.007369127,0.037120678,0.037120678
87.45,5.0845366,11,290,14.29114818572998,12257,0.0,4.0576305,0.7228535115718842,0.0077693807,0.041158173,0.041158173
92.45,5.1589026,10,300,15.44729471206665,13297,0.0,4.064012,0.8530335873365402,0.0072630136,0.044037327,0.044037327
95.775,5.261466,10,310,16.597838640213013,14292,0.0,4.0820417,0.8116020709276199,0.00791726,0.04868771,0.04868771
100.6,5.3679824,9,319,17.798446655273438,15280,0.0,4.0440507,0.8587551116943359,0.0067307698,0.04662303,0.04662303
105.275,5.4671907,9,328,18.981247425079346,16270,0.0,4.050811,0.9273236840963364,0.006998186,0.041195277,0.041195277
107.45,5.496394,10,338,20.133265256881714,17375,0.0,4.034219,0.9656525328755379,0.008000566,0.05604256,0.05604256
108.6,5.436144,9,347,21.307422161102295,18342,0.0,3.9954329,0.9306186065077782,0.008496162,0.051513765,0.051513765
110.9,5.500183,9,356,22.463448762893677,19387,0.0,3.9529648,0.9682260043919086,0.007691946,0.042038057,0.042038057
