# {"t_start": 1554707093.4623113, "env_id": "Hopper-v2"} 
r,l,t
29.226882,24,5.386021
6.218207,10,5.396035
39.34186,31,5.426403
94.48185,58,5.480168
44.187217,34,5.512434
19.29768,19,5.53094
17.234707,30,5.56092
37.710025,44,5.605346
22.982538,25,5.631291
6.656659,10,5.641479
10.935179,15,5.656967
137.052664,97,5.754324
37.377374,47,5.802178
11.669961,37,5.839504
19.177691,24,5.864156
116.674965,66,6.059142
166.708308,89,6.144242
91.420063,62,6.206034
81.218108,49,6.251242
10.921075,15,6.265601
69.152633,44,6.308161
29.335077,34,6.339814
43.804364,34,6.371242
85.742318,79,6.445497
25.796292,23,6.466816
75.593298,44,6.507953
142.205307,84,6.591002
20.618618,35,6.626939
31.635959,30,6.658511
102.966351,62,6.721146
113.092837,68,6.791465
68.957572,57,6.847479
24.723235,48,6.894562
71.450033,43,6.935967
9.942447,14,6.950068
117.873353,64,7.155414
140.724912,100,7.257937
131.04848,66,7.326609
82.668612,52,7.38058
32.598175,36,7.418007
12.040752,14,7.432131
60.006491,38,7.471529
7.191312,11,7.483567
142.481126,83,7.567422
90.896206,63,7.632324
97.544138,72,7.705835
63.300213,36,7.742966
65.022618,46,7.790103
44.552058,46,7.838059
13.220806,14,7.852465
36.523114,29,7.882767
13.175964,14,7.897424
184.734077,99,7.999468
75.841519,53,8.054189
64.644766,49,8.104961
120.367254,74,8.181523
116.473002,63,8.396381
24.134418,34,8.431761
21.332733,21,8.4537
127.96438,97,8.54906
15.624514,15,8.564198
134.944016,76,8.640297
67.843946,40,8.680101
50.416943,37,8.716877
8.277022,10,8.727085
72.218984,52,8.779154
66.225524,46,8.825713
85.979048,52,8.877678
256.832134,147,9.026343
95.936432,59,9.087675
146.796025,76,9.168101
169.04931,91,9.264292
113.557893,62,9.328342
98.489957,54,9.38203
80.151939,50,9.566902
69.324789,46,9.61337
218.176966,98,9.710554
45.295306,32,9.741817
158.456624,90,9.830442
75.297909,45,9.875983
178.25569,100,9.977191
135.348077,85,10.062138
183.523387,101,10.162801
139.938656,83,10.244221
221.267031,122,10.365531
122.631619,77,10.442069
146.348622,79,10.521174
56.869393,34,10.696583
90.359293,51,10.747129
69.306689,52,10.798729
81.502459,47,10.842928
88.68954,59,10.898247
58.36201,35,10.931193
92.257206,53,10.980558
170.376817,84,11.058558
219.05487,118,11.169755
115.185551,65,11.231336
141.929095,83,11.307505
186.613105,97,11.40198
101.529234,58,11.461978
120.47964,73,11.53755
91.219128,57,11.5966
194.556428,99,11.855358
204.673231,107,11.964314
195.394326,100,12.064064
220.937046,103,12.166708
117.102695,63,12.228785
221.182446,122,12.349945
127.795197,77,12.426218
83.515522,49,12.47484
121.205189,73,12.547361
173.648704,107,12.653596
60.798973,36,12.689547
165.049626,93,12.781554
223.56859,113,13.050125
170.504316,85,13.136084
205.388919,107,13.245036
137.821392,74,13.319681
191.364277,101,13.421883
193.080023,103,13.52469
79.062205,46,13.570817
128.643332,68,13.638735
179.553955,88,13.726586
212.850015,111,13.838462
192.695918,123,13.962639
158.756113,81,14.044242
219.766105,112,14.298972
121.926142,67,14.36729
214.777786,114,14.480328
188.880171,105,14.585252
191.685031,99,14.682183
126.537662,69,14.750051
87.625593,50,14.799518
152.946563,81,14.879803
194.966034,106,14.98437
227.63499,131,15.114069
127.317018,67,15.180298
235.742655,117,15.435549
223.729632,112,15.5409
186.055107,105,15.641261
171.926213,96,15.733477
149.305592,87,15.817528
153.217449,80,15.893679
208.537354,108,16.004827
212.362132,115,16.121517
219.768739,109,16.231056
213.909143,111,16.344235
220.37077,105,16.606473
203.092971,108,16.722162
196.860432,104,16.832231
59.70215,36,16.869936
202.435392,102,16.971694
272.485659,140,17.111094
208.431619,106,17.209256
171.399847,94,17.296849
178.789825,89,17.379542
227.562106,111,17.482174
122.038,66,17.686358
203.959235,108,17.792258
174.910804,91,17.883605
214.087276,109,17.994971
274.372136,167,18.168363
214.149759,118,18.288276
210.982324,113,18.402262
199.476549,105,18.508439
217.993917,111,18.622742
246.800742,162,18.948107
201.637928,98,19.046799
220.962989,123,19.17253
211.839486,105,19.283649
202.225836,105,19.391801
115.190879,66,19.459223
220.885855,118,19.57679
198.222417,104,19.679545
219.143883,109,19.791353
231.52739,135,20.067648
196.45065,97,20.163048
221.555501,108,20.268248
220.329496,114,20.382129
221.13048,102,20.486358
199.028335,103,20.59348
219.4445,108,20.703706
219.397898,116,20.816049
216.430502,117,20.929223
207.619184,105,21.033176
208.409114,107,21.26815
214.098668,125,21.391927
219.969059,111,21.502011
209.150638,105,21.607609
197.36976,106,21.71673
227.250336,123,21.844493
160.899233,81,21.929281
251.725909,119,22.052372
179.172425,90,22.145936
203.288871,106,22.389128
208.609824,102,22.487452
225.268233,120,22.606233
233.876736,125,22.730744
252.8548,124,22.852286
235.59242,122,22.9724
210.052315,102,23.07458
254.834297,140,23.212919
195.889105,104,23.313001
206.847978,104,23.563777
245.582006,135,23.693432
220.747586,111,23.79873
223.834523,116,23.912292
243.308848,114,24.019685
217.973112,106,24.116612
256.312485,127,24.236043
219.322147,111,24.348061
278.441609,130,24.472027
277.693564,138,24.721339
215.625392,109,24.823582
197.403092,100,24.919974
260.611221,157,25.073348
234.525178,119,25.19051
165.168051,81,25.269298
205.303782,100,25.36541
174.201014,88,25.451085
337.639153,166,25.608714
259.293369,129,25.859811
254.483956,121,25.974891
219.932376,106,26.072758
274.401501,145,26.215838
213.035239,108,26.321086
216.373061,106,26.421249
241.66847,121,26.537612
215.494309,108,26.640624
209.057677,103,26.879337
291.569908,151,27.022407
261.206857,123,27.137252
167.304556,92,27.224683
248.0779,113,27.331123
225.210675,117,27.452704
209.222575,101,27.556656
355.527545,198,27.763311
222.648989,114,28.032341
231.246623,117,28.149668
218.942972,109,28.258053
343.372857,204,28.469462
261.459797,128,28.602672
261.192981,122,28.728765
228.186076,110,28.842597
229.922517,111,28.955224
238.942671,118,29.074999
218.194602,106,29.324429
232.568083,111,29.437933
250.604282,137,29.57921
294.336937,156,29.742948
292.424611,141,29.889199
206.089311,107,30.000831
214.281504,112,30.113915
214.113004,119,30.228617
233.228192,113,30.487467
262.688075,138,30.627821
280.134928,128,30.759298
264.556195,135,30.896443
266.083277,124,31.023436
258.241024,136,31.154509
258.227394,133,31.289412
298.035428,148,31.439747
267.054114,148,31.71967
277.520012,135,31.845886
318.537973,178,32.013187
380.046177,193,32.22471
301.781682,142,32.409384
192.19121,102,32.541539
266.930693,124,32.70345
391.484449,223,33.079204
297.036657,137,33.222308
264.095623,142,33.368626
319.045641,145,33.515407
351.738711,175,33.7011
282.414633,162,33.870806
315.664533,168,34.197174
124.127854,76,34.276163
286.509289,125,34.404935
425.150013,183,34.592458
375.591159,184,34.780462
271.636713,143,34.927782
299.160376,175,35.104892
281.868677,125,35.382893
259.658017,122,35.509804
252.739068,125,35.63846
265.098742,136,35.777982
241.220968,129,35.905925
242.224079,118,36.023381
259.014629,129,36.144398
325.954536,184,36.472673
378.09296,186,36.662394
325.628151,140,36.806312
329.841573,145,36.958752
305.153427,137,37.101212
338.001954,175,37.282611
277.384753,153,37.439166
353.998048,193,37.795317
462.27791,212,38.015731
371.818099,191,38.211092
284.277848,132,38.340755
344.094675,170,38.505432
350.283772,159,38.663996
462.261544,219,39.063251
218.329281,115,39.174849
267.758553,125,39.292507
349.605749,149,39.443801
266.795138,129,39.574606
449.949279,219,39.789374
294.264347,131,40.056257
311.749672,138,40.192238
342.077185,162,40.351205
360.871158,163,40.513137
508.487378,245,40.764802
253.077942,126,40.895131
296.433465,135,41.028344
310.084471,137,41.314147
397.948138,190,41.503123
301.027168,134,41.631184
293.780929,134,41.765917
396.104166,192,41.959581
278.503303,134,42.094979
453.302712,233,42.476957
445.635119,187,42.67206
482.231071,194,42.873984
344.714651,152,43.028517
418.497271,190,43.220017
274.094653,127,43.354039
323.312,160,43.667675
392.163497,173,43.838419
521.15062,229,44.068969
597.022931,263,44.330491
388.20801,167,44.494837
444.00591,189,44.820541
580.075923,272,45.094504
393.490585,163,45.260757
385.390776,189,45.449234
714.401598,276,45.73044
324.280894,148,46.017049
571.709802,254,46.27212
340.050342,148,46.420449
234.665877,133,46.553565
762.850261,327,46.870102
607.158578,259,47.251082
810.84969,393,47.64723
433.671583,184,47.834666
343.285071,160,47.996966
246.316892,139,48.274032
529.255591,205,48.479365
303.791244,130,48.610337
644.627375,257,48.87853
448.926092,176,49.064384
322.724102,133,49.2003
334.221158,160,49.521053
323.875399,137,49.658532
791.247042,370,50.021476
411.110908,160,50.178982
507.304744,220,50.403942
455.239598,210,50.779243
453.522397,207,50.990206
308.432936,134,51.12157
471.780682,174,51.298574
526.589277,276,51.569115
361.184439,174,51.867537
322.480869,138,51.998958
583.715852,229,52.214
489.389685,199,52.405784
611.579326,247,52.645247
415.47403,186,52.966298
242.225836,131,53.098289
494.86541,210,53.305518
423.984844,174,53.483623
275.687285,129,53.611144
495.433875,192,53.798154
531.060694,227,54.140943
716.765858,316,54.458269
300.908908,144,54.602319
810.992682,327,54.911266
443.476585,169,55.195222
526.305209,219,55.402035
684.901391,255,55.658849
432.621605,191,55.840636
775.255366,303,56.257042
600.837377,287,56.542896
337.967618,147,56.690522
554.596179,250,56.926878
494.9858,194,57.122849
527.168944,204,57.486383
322.955447,136,57.622707
646.496565,257,57.878287
655.957406,251,58.132328
394.032641,166,58.303214
993.509765,390,58.8428
305.940436,154,58.987033
857.333601,330,59.295163
806.295051,296,59.569356
747.146882,285,59.966343
666.920971,271,60.225019
486.207627,231,60.45731
596.88379,245,60.854701
583.779518,213,61.067293
896.439106,325,61.389122
639.620175,308,61.701766
641.418147,246,62.111645
979.297109,346,62.467739
427.705248,170,62.642324
889.249216,351,63.007248
552.294198,230,63.388806
452.161131,190,63.57613
607.985248,229,63.803262
304.468023,159,63.959469
307.389631,132,64.094358
661.645351,253,64.473523
698.888975,284,64.751068
722.941483,282,65.03254
1006.547345,389,65.567732
1179.738967,421,66.001595
427.427085,205,66.215078
929.354688,346,66.574676
574.962866,234,66.971016
400.714439,175,67.149643
885.301791,366,67.509486
820.543167,323,67.952493
843.814656,289,68.227101
1144.013135,436,68.658502
377.344433,181,68.836535
787.793923,286,69.27426
573.340243,247,69.526919
765.780849,248,69.770881
873.750886,339,70.231244
680.020671,254,70.477903
1303.595317,447,70.930196
685.60613,255,71.186002
1549.070213,628,71.985832
1185.497863,428,72.418372
830.770733,283,72.8617
847.802112,291,73.152339
785.317909,305,73.466928
745.857765,250,73.890834
965.027397,333,74.228746
220.895798,111,74.34447
827.308362,308,74.654621
349.789083,168,74.824618
941.651323,363,75.334209
1049.717875,376,75.717248
636.251169,209,75.930727
746.636216,251,76.321522
961.52013,311,76.629169
1466.464495,508,77.10054
1008.024934,369,77.59524
791.774019,278,77.880825
1589.399719,623,78.6397
538.697586,224,78.866991
647.730057,254,79.122999
1283.518916,438,79.733274
1027.454514,338,80.066556
806.769228,270,80.332611
707.583583,254,80.582505
794.41275,278,81.016232
648.816444,269,81.292495
828.367127,286,81.585321
1283.884662,425,82.1769
1379.806451,488,82.679325
1093.296363,366,83.045983
1152.350789,406,83.584034
907.961714,329,83.907918
1021.179576,336,84.387637
1027.782503,358,84.749424
1371.119094,446,85.199041
1007.546559,368,85.705732
1525.674637,539,86.233918
1318.966333,448,86.812107
902.996494,326,87.124169
910.945594,350,87.479462
1586.612059,529,88.175516
1230.95432,438,88.613335
721.04061,264,89.001905
754.890752,276,89.287602
1497.723774,492,89.803266
1037.782164,353,90.311649
1600.350736,551,90.877088
1497.102911,459,91.499334
2242.456339,732,92.245655
577.442877,229,92.62524
1236.675653,394,93.02711
1055.136229,326,93.352101
1638.191227,557,94.054825
1191.879443,402,94.44423
1208.364826,393,94.939197
640.636114,260,95.189298
1715.032825,540,95.723379
1099.721489,340,96.207973
846.829895,264,96.461599
2790.51305,865,97.481826
2229.037629,714,98.204401
1317.73391,435,98.803669
1249.423455,394,99.187671
1036.0057,325,99.638581
1423.689861,500,100.115234
602.449623,212,100.319627
1099.421936,363,100.794064
1487.746358,474,101.273007
752.954052,240,101.514174
820.277963,286,101.93947
1561.097635,500,102.426535
994.677333,311,102.732058
859.6127,280,103.14628
1332.946808,413,103.568379
1125.307337,358,103.928235
825.863213,294,104.360708
1756.612587,555,104.914665
2010.619531,619,105.624267
1102.77797,354,105.965593
813.123307,271,106.241434
2593.615372,800,107.187385
1338.131127,398,107.753623
964.926776,326,108.083688
1185.499377,379,108.445863
1266.169661,391,108.97499
1838.188159,555,109.526837
1286.642096,387,110.022862
3082.698778,1000,111.139863
1161.086861,352,111.49497
1266.601974,394,111.893549
1774.772547,560,112.592695
959.165265,305,112.892967
1098.275438,344,113.364035
1547.43149,468,113.846989
1671.197768,516,114.380862
666.743102,214,114.742366
747.522326,229,114.970576
1320.224648,406,115.368653
1262.571205,369,115.875175
893.492955,288,116.155915
1211.801775,374,116.510577
1033.946063,321,116.962498
381.163458,141,117.099078
728.489171,241,117.32585
2535.532412,793,118.232069
2996.142547,1000,119.348388
1136.468181,375,119.725257
1193.399995,441,120.292693
187.132498,92,120.382124
2031.687251,621,120.986789
909.064311,284,121.399722
1843.939341,571,121.962236
1669.424465,495,122.619835
2584.452559,824,123.421344
2960.51332,910,124.451714
1667.218078,523,125.107553
1241.446399,404,125.487652
1434.49732,437,126.035686
1127.709526,353,126.387769
1478.492685,463,126.852974
1858.39783,567,127.561384
1743.273876,519,128.076176
1887.880497,610,128.853159
3240.144943,1000,129.979233
1187.484049,378,130.36608
359.890322,139,130.666408
2509.771442,750,131.435009
1607.756617,496,132.106484
1133.955772,341,132.460779
1205.732347,380,132.852734
1676.005047,517,133.527043
1060.098941,332,133.857462
236.233473,129,133.98364
2644.700263,843,134.928871
702.210975,217,135.126457
1660.191924,529,135.785479
898.5973,266,136.047501
1141.328072,349,136.541642
1334.017959,416,136.955554
1394.238358,450,137.415759
1217.098709,384,137.947927
3285.937041,1000,139.085458
1626.31724,490,139.589441
1039.482018,306,140.058432
834.487683,278,140.339051
1681.650306,535,140.872672
1005.232259,322,141.342664
1126.256061,340,141.692684
1181.44978,364,142.064384
1609.485666,478,142.70509
1233.723449,373,143.081944
2240.136387,682,143.894758
1177.000631,355,144.227133
363.415563,143,144.369164
1231.795221,380,144.903595
2728.153067,814,145.734602
1278.580762,411,146.310997
2387.43282,719,147.198627
1055.327649,328,147.515297
915.752573,289,147.819396
1081.107461,322,148.153857
1602.184437,473,148.782879
1317.085083,391,149.171645
1496.285593,447,149.754551
3224.636604,1000,150.906044
583.179397,184,151.084779
3149.205701,1000,152.247263
1635.156894,484,152.751365
2404.727682,732,153.610029
3160.777809,1000,154.740346
1183.820449,349,155.08178
1401.344171,422,155.628922
1641.155983,502,156.112942
2837.080499,846,157.104058
2477.227343,731,157.954756
1500.813128,459,158.414653
2683.528313,779,159.318568
1085.484254,331,159.643023
873.491843,269,160.064039
206.595358,92,160.155889
1426.494609,416,160.577173
1735.629798,518,161.235716
899.229707,277,161.503243
1116.819695,324,161.820396
2785.773263,813,162.764712
1191.235028,373,163.120572
1271.928908,372,163.631786
2214.778146,685,164.303166
2167.946032,646,165.072484
1696.466778,515,165.756141
1414.347625,427,166.177473
2613.537935,766,167.11918
2213.440651,668,167.781216
1368.142089,410,168.328837
1616.077314,474,168.781415
1198.127738,356,169.265575
1167.572433,345,169.593657
1576.666075,528,170.104926
2129.480929,624,170.883563
3103.276552,902,171.912156
2018.653157,624,172.673433
890.73372,293,172.972598
959.620778,285,173.254762
2121.582297,629,174.024914
3284.144336,1000,175.141175
3141.564305,948,176.254506
3319.79842,1000,177.420167
1104.661306,320,177.74186
3001.802269,900,178.767655
3301.452738,1000,179.899789
2255.698087,677,180.619419
2878.217942,841,181.609162
966.513935,288,182.037406
702.750866,215,182.25151
1459.871291,436,182.687229
2290.15509,657,183.468878
3287.410595,1000,184.579535
2225.402581,658,185.257808
1350.713508,399,185.79025
2568.005224,737,186.700714
3150.780289,933,187.631648
2042.602094,582,188.333544
919.370468,274,188.613572
3390.797127,1000,189.725982
1998.184269,573,190.447764
1304.928837,383,190.811299
1773.612314,518,191.44543
1249.387847,368,191.820979
2400.763431,690,192.660765
779.920481,247,192.908241
870.070675,289,193.197438
2554.096728,742,194.092172
1475.620115,418,194.517217
2475.908704,731,195.372101
742.40186,222,195.592989
3427.067889,1000,196.738917
976.480417,286,197.145212
853.642608,248,197.389596
1630.207416,472,197.866098
1478.84066,427,198.448341
3155.868858,902,199.462973
1115.366746,327,199.775892
1169.959368,344,200.103384
1432.496532,421,200.665292
718.745118,222,200.883568
1201.525891,353,201.234205
866.060673,253,201.484728
1357.464859,413,202.058762
938.042408,281,202.338679
1836.253168,549,203.004827
3425.00869,975,204.100957
915.282034,280,204.393635
933.250091,283,204.677608
678.637939,213,204.897226
1239.79208,364,205.425215
404.415432,141,205.572624
669.520767,204,205.780175
636.073779,196,205.97412
1473.037894,437,206.530127
2885.335213,854,207.532277
2200.860976,641,208.181385
3032.013467,906,209.209212
1199.482781,347,209.54551
938.963611,278,209.942636
2329.984229,678,210.584668
2105.830584,631,211.346602
2712.790004,794,212.304973
979.295437,293,212.59826
3166.583901,924,213.633235
1403.373642,406,214.036615
3296.52737,1000,215.181465
2477.436855,726,216.037554
3370.20296,1000,217.153738
3325.430606,980,218.260938
865.351097,253,218.511987
618.397972,188,218.701747
555.462846,184,219.023458
930.363898,280,219.30598
3325.118129,1000,220.473166
3362.606554,1000,221.608282
3460.40507,1000,222.676354
2546.578837,744,223.378143
696.181047,216,223.713887
3266.248142,1000,224.772391
2612.436747,777,225.500941
1997.093261,582,226.203403
3303.276228,954,227.265645
3378.352286,1000,228.434918
3317.430822,1000,229.566864
2767.229707,824,230.532897
2092.191614,611,231.120663
1719.332612,496,231.792285
1127.576217,356,232.14944
3336.664307,1000,233.239219
1381.268772,406,233.639013
1615.13883,498,234.282269
970.820986,291,234.569685
1051.589681,320,235.054509
1255.650853,364,235.429318
3298.655216,1000,236.611943
3296.17063,1000,237.715409
3267.122416,972,238.825856
686.545252,208,239.037901
3372.935977,1000,240.218695
2083.7739,601,240.968555
808.841447,249,241.215737
1722.39592,497,241.717441
1530.237695,444,242.292739
3324.678633,1000,243.395847
1494.253202,439,243.840145
2667.020286,768,244.76978
701.249323,209,244.987142
644.062514,209,245.204283
1067.001793,314,245.690589
836.547012,251,245.951513
1936.880582,556,246.508865
520.020375,193,246.85491
3407.170398,1000,247.9779
980.81933,293,248.252519
1674.876836,497,248.731477
2978.995558,876,249.737248
1539.808975,468,250.323585
1023.616614,322,250.621304
1001.024678,303,250.895686
1199.404339,354,251.340064
2038.626479,622,251.890184
889.939756,288,252.149506
2540.605322,736,252.960029
3023.070703,877,253.90496
714.109634,216,254.102237
1755.461641,528,254.726769
3352.391022,1000,255.768109
2129.140776,630,256.357525
3322.054581,1000,257.4749
3434.644627,1000,258.608673
1221.516781,361,259.117606
3282.284011,1000,260.266071
2764.73392,809,261.065829
875.883708,256,261.455599
2226.035816,652,262.08568
2533.594955,738,262.981683
3278.149775,1000,264.157915
1931.546192,569,264.886821
3302.028776,1000,266.042643
1209.708252,361,266.404291
955.836412,291,266.702507
1811.303493,568,267.410278
1050.368528,303,267.711298
1780.233942,527,268.389881
1621.732814,476,268.860649
2574.863781,742,269.739959
704.621545,219,269.948568
2945.731694,858,270.93375
2779.606683,823,271.907284
1314.989354,395,272.289966
1584.395914,472,272.746878
1599.315835,475,273.353884
2984.516314,892,274.358682
2072.591836,596,274.925353
3048.453731,864,275.936315
1674.528273,492,276.587384
1396.927853,407,276.994424
1276.741128,383,277.367934
1403.045941,419,277.910076
1780.458198,538,278.426492
1257.586498,372,278.95671
1498.267301,431,279.389816
963.580586,295,279.690299
425.65292,142,279.988302
1858.890816,537,280.510371
2496.326056,707,281.362127
1506.89236,434,281.801262
962.873688,290,282.233393
1910.15158,558,282.807214
3426.296669,1000,283.951693
722.70467,226,284.179909
3270.680996,1000,285.329746
1572.634385,461,285.937352
1084.514204,330,286.272344
1545.527515,491,286.754248
2115.862604,614,287.497125
121.9506,69,287.569309
2937.312806,844,288.585145
3092.026985,890,289.611353
1650.41618,466,290.047987
1772.537325,537,290.741425
1318.660206,379,291.123897
122.738863,66,291.187166
1771.38686,513,291.821295
2529.394177,728,292.544555
2547.263096,738,293.404516
1923.359316,563,294.115472
1521.095408,441,294.57287
2107.043489,621,295.365003
2662.788797,809,296.332865
1234.89722,380,296.717634
1015.11872,298,297.022792
2233.085737,662,297.839228
1138.798435,324,298.162969
2594.066297,737,299.034109
3346.836632,1000,300.168018
1837.690207,536,300.693717
1939.779751,560,301.351467
1743.322568,544,302.01662
706.825807,244,302.246764
1271.846972,364,302.589078
3403.176315,967,303.653253
1221.771062,353,303.99286
935.301608,290,304.419313
1553.743494,452,304.883737
3312.741522,1000,306.017903
3354.018549,1000,307.171867
3436.90543,1000,308.287953
2318.79957,687,309.098364
3381.04265,1000,310.243923
1292.567596,370,310.606789
1270.66407,370,310.973341
2637.643806,755,311.883466
1431.138228,408,312.439668
1834.218331,530,312.964818
1222.541152,364,313.327093
2609.564526,758,314.207957
3362.747679,1000,315.335157
1368.872156,401,315.899622
1429.081565,409,316.311961
3178.184686,931,317.328579
1024.205572,299,317.611557
2170.848454,625,318.364891
2429.388958,699,319.030213
1515.473341,429,319.602551
1821.900596,529,320.139669
1971.322523,566,320.832109
2095.212787,599,321.406618
2602.586994,727,322.268965
2725.783921,769,323.167423
2957.475575,875,324.132125
1224.251792,339,324.463513
1972.031862,554,325.131304
1576.802971,441,325.552747
1534.946322,442,326.135123
3436.265238,1000,327.285236
3515.668235,998,328.285174
675.027696,206,328.655573
957.055794,269,328.934313
714.743247,220,329.154876
2081.776167,597,329.915446
3311.924067,947,330.999734
1651.711045,473,331.467618
1645.309591,467,332.09602
1049.220914,305,332.398595
1947.668128,583,333.001178
2083.582042,588,333.69361
1531.78005,448,334.141204
3478.949958,1000,335.316823
3443.964013,1000,336.454042
3396.663441,1000,337.627155
3448.88783,1000,338.730535
1913.982396,554,339.415629
2098.773169,605,340.123974
1662.032917,471,340.588334
1823.296511,525,341.104377
717.010587,219,341.456781
2406.797995,694,342.146245
649.137524,198,342.474346
1067.31693,306,342.784691
2028.241726,565,343.329109
3388.351975,1000,344.416891
1842.256075,524,345.074312
411.706542,149,345.22079
3377.997017,1000,346.377829
1282.451565,370,346.762773
3290.401343,1000,347.933334
1840.959486,532,348.631415
3371.534346,1000,349.80536
2432.705006,698,350.648074
3396.014743,1000,351.807067
3280.619442,1000,352.948515
1370.05802,391,353.310052
3100.230594,874,354.338224
1417.218428,412,354.743032
3434.463426,1000,355.886773
416.127927,141,356.028884
3414.135691,1000,357.200938
1844.735787,523,357.87697
3403.051005,1000,358.980634
3450.712479,1000,360.119049
2454.120526,719,360.825864
2870.564953,804,361.78401
1557.670515,438,362.367729
1192.259169,339,362.713228
1537.483907,455,363.177953
1321.185738,380,363.72381
1220.157477,354,364.084657
3430.449453,1000,365.246535
3323.974686,1000,366.40231
1523.545591,424,366.827519
2157.662288,616,367.609898
2605.867916,760,368.558875
3295.618737,1000,369.703438
1964.4991,565,370.258619
3292.559973,1000,371.420663
2233.42969,641,372.23485
1284.784939,369,372.606604
3398.966462,1000,373.767195
1439.388882,426,374.349792
3373.244325,1000,375.475177
3327.568626,1000,376.652344
670.778192,201,376.857999
1533.638356,445,377.303511
974.164604,323,377.766931
113.915369,63,377.831883
2580.134723,745,378.590686
1553.730823,434,379.144635
3051.982783,868,380.16942
1613.166357,472,380.661184
1639.021395,473,381.312742
1471.205634,429,381.743244
1322.961107,419,382.176914
113.106623,64,382.245248
3158.880328,893,383.294525
1792.629108,538,383.951836
2517.045006,711,384.841126
1373.26694,443,385.30556
1104.972942,350,385.670809
3410.504754,1000,386.856358
1993.368117,576,387.590364
1569.812352,451,388.057632
371.67667,129,388.185617
3401.925939,1000,389.35944
3414.795953,1000,390.533181
3302.781714,1000,391.672538
3223.11195,916,392.742032
1537.187799,446,393.333686
